TransactionID,Product,Category,Price,Quantity,Date,City,Promotion,CustomerAge,CustomerGender,PaymentMethod,CustomerSegment,TotalSales,average_sales, , 
202,Moisturizer,Treatment,13359.71,7,2023-04-02,Lagos,TRUE,65,Male,Credit Card,Regular,"$93,517.97","$46,758.98",,
203,Face Mask,Hydration,11567.31,6,2023-09-09,Kano,TRUE,41,Male,Debit Card,Regular,"$69,403.86","$34,701.93",,
204,Face Mask,Protection,15164.64,3,2022-08-14,Abuja,TRUE,47,Male,Debit Card,Regular,"$45,493.92","$22,746.96",,
205,Moisturizer,Hydration,7521.04,7,2023-07-04,Abuja,TRUE,62,Male,Debit Card,Regular,"$52,647.28","$26,323.64",,
206,Moisturizer,Anti-Aging,8433.56,8,2022-06-21,Ibadan,FALSE,28,Male,Cash,New,"$67,468.48","$33,734.24",,
207,Face Mask,Protection,7691.6,4,2022-12-23,Abuja,FALSE,45,Female,Credit Card,Regular,"$30,766.40","$15,383.20",,
208,Face Mask,Hydration,12833.05,1,2022-09-09,Abuja,TRUE,36,Male,Cash,New,"$12,833.05","$6,416.52",,
209,Cleanser,Protection,4054.17,1,2022-03-13,Abuja,FALSE,49,Female,Credit Card,Regular,"$4,054.17","$2,027.09",,
210,Cleanser,Hydration,5682.28,9,2023-08-23,Ibadan,TRUE,64,Female,Debit Card,Regular,"$51,140.52","$25,570.26",,
211,Face Mask,Protection,19005.71,4,2022-01-20,Kano,FALSE,64,Female,Cash,Regular,"$76,022.84","$38,011.42",,
212,Moisturizer,Anti-Aging,19778.49,5,2023-05-12,Ibadan,TRUE,33,Female,Credit Card,Regular,"$98,892.45","$49,446.22",,
213,Moisturizer,Hydration,11177.6,3,2023-06-05,Abuja,TRUE,21,Male,Credit Card,New,"$33,532.80","$16,766.40",,
214,Face Mask,Hydration,1860.85,9,2022-11-17,Lagos,TRUE,48,Male,Credit Card,Regular,"$16,747.65","$8,373.83",,
215,Face Mask,Cleansing,12443.06,8,2023-04-27,Ibadan,TRUE,56,Female,Cash,New,"$99,544.48","$49,772.24",,
216,Serum,Treatment,14711.91,1,2023-03-26,Kano,TRUE,37,Male,Credit Card,New,"$14,711.91","$7,355.96",,
217,Face Mask,Cleansing,12077.43,6,2023-03-12,Kano,FALSE,31,Male,Cash,New,"$72,464.58","$36,232.29",,
218,Face Mask,Treatment,11003,5,2023-04-23,Ibadan,TRUE,58,Female,Cash,New,"$55,015.00","$27,507.50",,
219,Serum,Protection,7721.57,9,2022-05-29,Kano,TRUE,41,Female,Credit Card,New,"$69,494.13","$34,747.07",,
220,Cleanser,Cleansing,2521.17,10,2022-07-19,Lagos,FALSE,20,Male,Credit Card,Regular,"$25,211.70","$12,605.85",,
221,Face Mask,Anti-Aging,3439.46,9,2023-10-10,Abuja,FALSE,61,Female,Debit Card,New,"$30,955.14","$15,477.57",,
222,Moisturizer,Treatment,7951.63,5,2023-04-27,Lagos,TRUE,60,Female,Debit Card,Regular,"$39,758.15","$19,879.08",,
223,Moisturizer,Hydration,12402.78,1,2023-04-25,Kano,TRUE,59,Male,Cash,New,"$12,402.78","$6,201.39",,
224,Cleanser,Treatment,5519.02,4,2023-08-06,Kano,FALSE,29,Male,Cash,New,"$22,076.08","$11,038.04",,
225,Moisturizer,Hydration,1344.78,4,2022-02-16,Port Harcourt,TRUE,32,Female,Cash,Regular,"$5,379.12","$2,689.56",,
226,Cleanser,Hydration,6887.59,2,2022-07-27,Abuja,FALSE,46,Female,Cash,Regular,"$13,775.18","$6,887.59",,
227,Face Mask,Cleansing,2482.24,10,2023-12-16,Lagos,FALSE,28,Female,Debit Card,New,"$24,822.40","$12,411.20",,
228,Moisturizer,Cleansing,5767.34,5,2022-07-12,Kano,FALSE,19,Female,Cash,New,"$28,836.70","$14,418.35",,
229,Sunscreen,Hydration,3676.62,3,2022-07-12,Abuja,TRUE,65,Female,Debit Card,Regular,"$11,029.86","$5,514.93",,
230,Cleanser,Protection,8032.18,5,2023-12-18,Lagos,TRUE,60,Female,Cash,Regular,"$40,160.90","$20,080.45",,
231,Cleanser,Hydration,3666.94,6,2022-04-26,Lagos,FALSE,63,Male,Cash,New,"$22,001.64","$11,000.82",,
232,Face Mask,Cleansing,11791.94,1,2023-10-03,Kano,FALSE,61,Male,Credit Card,New,"$11,791.94","$5,895.97",,
233,Serum,Protection,11310.93,10,2022-09-18,Ibadan,FALSE,28,Male,Credit Card,Regular,"$113,109.30","$56,554.65",,
234,Moisturizer,Hydration,4110.17,7,2022-08-31,Abuja,FALSE,38,Female,Debit Card,Regular,"$28,771.19","$14,385.59",,
235,Face Mask,Hydration,18955.62,2,2022-07-31,Kano,TRUE,24,Male,Debit Card,Regular,"$37,911.24","$18,955.62",,
236,Cleanser,Cleansing,12891.96,9,2023-10-03,Ibadan,TRUE,45,Female,Cash,New,"$116,027.64","$58,013.82",,
237,Face Mask,Anti-Aging,2232.06,4,2023-10-06,Lagos,TRUE,39,Male,Credit Card,Regular,"$8,928.24","$4,464.12",,
238,Cleanser,Treatment,4437.45,2,2022-10-05,Port Harcourt,FALSE,63,Male,Credit Card,Regular,"$8,874.90","$4,437.45",,
239,Cleanser,Hydration,13687.02,10,2023-03-28,Port Harcourt,TRUE,18,Female,Cash,Regular,"$136,870.20","$68,435.10",,
240,Serum,Treatment,18227.81,7,2023-02-10,Lagos,FALSE,43,Female,Cash,Regular,"$127,594.67","$63,797.34",,
241,Sunscreen,Cleansing,16500.56,3,2022-01-25,Kano,FALSE,22,Male,Debit Card,Regular,"$49,501.68","$24,750.84",,
242,Serum,Hydration,9407.01,8,2023-02-24,Kano,TRUE,23,Male,Credit Card,New,"$75,256.08","$37,628.04",,
243,Sunscreen,Anti-Aging,4062.83,3,2023-09-22,Lagos,TRUE,43,Male,Cash,New,"$12,188.49","$6,094.24",,
244,Sunscreen,Anti-Aging,4149.69,5,2022-01-10,Ibadan,FALSE,21,Female,Credit Card,Regular,"$20,748.45","$10,374.23",,
245,Sunscreen,Protection,10099.97,3,2023-03-16,Port Harcourt,TRUE,39,Male,Cash,Regular,"$30,299.91","$15,149.96",,
246,Face Mask,Cleansing,8521.39,6,2023-10-03,Lagos,FALSE,39,Female,Debit Card,New,"$51,128.34","$25,564.17",,
247,Sunscreen,Anti-Aging,16103.47,7,2023-04-19,Ibadan,TRUE,48,Female,Cash,Regular,"$112,724.29","$56,362.14",,
248,Cleanser,Protection,15626.9,5,2022-10-04,Port Harcourt,FALSE,60,Male,Debit Card,Regular,"$78,134.50","$39,067.25",,
249,Sunscreen,Protection,8584.13,8,2023-09-04,Abuja,FALSE,48,Female,Debit Card,New,"$68,673.04","$34,336.52",,
250,Moisturizer,Cleansing,12973.74,8,2023-12-03,Lagos,FALSE,58,Female,Credit Card,Regular,"$103,789.92","$51,894.96",,
251,Face Mask,Hydration,8840.71,3,2023-06-22,Kano,FALSE,32,Female,Cash,New,"$26,522.13","$13,261.07",,
252,Moisturizer,Anti-Aging,7942.42,10,2023-08-15,Abuja,TRUE,64,Female,Debit Card,New,"$79,424.20","$39,712.10",,
253,Serum,Treatment,12796.24,1,2023-12-01,Port Harcourt,TRUE,24,Female,Credit Card,New,"$12,796.24","$6,398.12",,
254,Cleanser,Treatment,19163.2,4,2022-02-23,Ibadan,TRUE,39,Male,Credit Card,New,"$76,652.80","$38,326.40",,
255,Cleanser,Treatment,10045.38,4,2023-12-03,Kano,TRUE,36,Male,Credit Card,Regular,"$40,181.52","$20,090.76",,
256,Serum,Treatment,12788.81,4,2022-05-10,Ibadan,TRUE,41,Female,Cash,New,"$51,155.24","$25,577.62",,
257,Moisturizer,Cleansing,6495.26,9,2022-08-12,Port Harcourt,FALSE,62,Female,Credit Card,Regular,"$58,457.34","$29,228.67",,
258,Serum,Cleansing,8743.79,5,2023-04-07,Abuja,TRUE,28,Male,Cash,New,"$43,718.95","$21,859.47",,
259,Face Mask,Treatment,9452.67,7,2022-08-13,Port Harcourt,TRUE,57,Female,Cash,Regular,"$66,168.69","$33,084.35",,
260,Face Mask,Protection,6387.14,5,2022-11-24,Ibadan,TRUE,29,Male,Debit Card,Regular,"$31,935.70","$15,967.85",,
261,Sunscreen,Hydration,19432.64,1,2023-08-30,Ibadan,FALSE,30,Female,Credit Card,New,"$19,432.64","$9,716.32",,
262,Face Mask,Cleansing,17769.38,4,2023-04-29,Abuja,TRUE,26,Female,Debit Card,New,"$71,077.52","$35,538.76",,
263,Face Mask,Cleansing,16368.16,2,2023-07-17,Lagos,TRUE,33,Female,Cash,Regular,"$32,736.32","$16,368.16",,
264,Sunscreen,Treatment,14456.3,1,2022-08-23,Lagos,FALSE,38,Female,Cash,New,"$14,456.30","$7,228.15",,
265,Moisturizer,Treatment,4423.83,10,2022-08-25,Kano,TRUE,53,Male,Credit Card,Regular,"$44,238.30","$22,119.15",,
266,Sunscreen,Hydration,2215.54,2,2022-10-12,Kano,TRUE,63,Male,Cash,New,"$4,431.08","$2,215.54",,
267,Serum,Hydration,3025.04,4,2022-05-26,Ibadan,FALSE,58,Female,Cash,Regular,"$12,100.16","$6,050.08",,
268,Cleanser,Cleansing,17115.5,4,2023-09-01,Kano,FALSE,51,Female,Cash,Regular,"$68,462.00","$34,231.00",,
269,Face Mask,Cleansing,7829.17,10,2023-06-20,Abuja,FALSE,19,Male,Cash,Regular,"$78,291.70","$39,145.85",,
270,Moisturizer,Cleansing,15915.01,2,2022-08-26,Lagos,FALSE,21,Female,Cash,New,"$31,830.02","$15,915.01",,
271,Serum,Protection,18252.74,8,2023-05-12,Port Harcourt,TRUE,63,Female,Debit Card,New,"$146,021.92","$73,010.96",,
272,Sunscreen,Protection,13035.07,6,2022-01-05,Kano,FALSE,64,Male,Debit Card,New,"$78,210.42","$39,105.21",,
273,Moisturizer,Treatment,12687.21,3,2023-04-27,Kano,TRUE,43,Male,Credit Card,New,"$38,061.63","$19,030.81",,
274,Cleanser,Hydration,2283.26,4,2023-07-28,Abuja,TRUE,53,Female,Cash,New,"$9,133.04","$4,566.52",,
275,Sunscreen,Protection,5588.38,2,2022-01-22,Lagos,FALSE,54,Female,Credit Card,New,"$11,176.76","$5,588.38",,
276,Sunscreen,Cleansing,8804.79,1,2022-06-01,Lagos,TRUE,58,Male,Debit Card,Regular,"$8,804.79","$4,402.40",,
277,Moisturizer,Treatment,16412.33,2,2023-10-27,Lagos,FALSE,63,Female,Cash,New,"$32,824.66","$16,412.33",,
278,Cleanser,Hydration,8203.68,8,2022-08-20,Ibadan,TRUE,23,Female,Credit Card,New,"$65,629.44","$32,814.72",,
279,Moisturizer,Protection,9492.05,5,2022-12-24,Kano,FALSE,49,Male,Cash,New,"$47,460.25","$23,730.12",,
280,Cleanser,Cleansing,11839.65,7,2022-05-31,Abuja,FALSE,55,Male,Debit Card,New,"$82,877.55","$41,438.78",,
281,Cleanser,Anti-Aging,3493.04,2,2023-07-12,Lagos,FALSE,39,Male,Debit Card,New,"$6,986.08","$3,493.04",,
282,Cleanser,Hydration,1247.35,5,2022-01-17,Abuja,FALSE,46,Female,Credit Card,New,"$6,236.75","$3,118.38",,
283,Face Mask,Hydration,13875.72,9,2023-03-02,Lagos,TRUE,51,Male,Cash,New,"$124,881.48","$62,440.74",,
284,Serum,Protection,16867.96,7,2022-06-18,Ibadan,FALSE,48,Female,Debit Card,Regular,"$118,075.72","$59,037.86",,
285,Serum,Cleansing,18789.01,9,2023-01-18,Ibadan,FALSE,50,Female,Cash,Regular,"$169,101.09","$84,550.54",,
286,Face Mask,Hydration,2110.56,8,2022-07-19,Kano,TRUE,18,Male,Cash,New,"$16,884.48","$8,442.24",,
287,Serum,Cleansing,13692.49,9,2023-07-08,Lagos,TRUE,46,Female,Credit Card,Regular,"$123,232.41","$61,616.21",,
288,Moisturizer,Protection,8331.27,10,2023-08-18,Abuja,FALSE,61,Male,Debit Card,Regular,"$83,312.70","$41,656.35",,
289,Cleanser,Cleansing,11946.45,1,2022-06-28,Kano,FALSE,29,Female,Credit Card,New,"$11,946.45","$5,973.23",,
290,Moisturizer,Anti-Aging,3637.47,10,2022-07-17,Kano,FALSE,51,Male,Cash,Regular,"$36,374.70","$18,187.35",,
291,Cleanser,Anti-Aging,5860.84,7,2022-06-11,Kano,FALSE,51,Male,Cash,New,"$41,025.88","$20,512.94",,
292,Sunscreen,Cleansing,6948.16,1,2023-09-07,Abuja,TRUE,65,Female,Credit Card,Regular,"$6,948.16","$3,474.08",,
293,Cleanser,Hydration,14587.24,5,2022-05-09,Kano,FALSE,50,Male,Credit Card,New,"$72,936.20","$36,468.10",,
294,Sunscreen,Cleansing,4584.91,3,2022-08-08,Abuja,TRUE,59,Male,Debit Card,Regular,"$13,754.73","$6,877.36",,
295,Moisturizer,Protection,3701.44,2,2023-01-17,Ibadan,TRUE,45,Female,Credit Card,Regular,"$7,402.88","$3,701.44",,
296,Serum,Anti-Aging,11908.12,7,2023-12-15,Port Harcourt,TRUE,27,Male,Debit Card,Regular,"$83,356.84","$41,678.42",,
297,Cleanser,Treatment,1933.86,3,2022-08-28,Lagos,FALSE,44,Male,Debit Card,New,"$5,801.58","$2,900.79",,
298,Sunscreen,Protection,9265.15,2,2023-07-06,Port Harcourt,TRUE,58,Female,Debit Card,Regular,"$18,530.30","$9,265.15",,
299,Face Mask,Protection,10171.49,9,2023-09-29,Ibadan,FALSE,36,Female,Debit Card,New,"$91,543.41","$45,771.71",,
300,Face Mask,Cleansing,9831.52,10,2022-08-18,Lagos,TRUE,62,Female,Credit Card,New,"$98,315.20","$49,157.60",,
301,Sunscreen,Protection,10237.84,9,2022-01-10,Kano,FALSE,57,Male,Cash,New,"$92,140.56","$46,070.28",,
302,Cleanser,Anti-Aging,15014.11,9,2022-09-13,Kano,FALSE,61,Female,Debit Card,New,"$135,126.99","$67,563.49",,
303,Face Mask,Hydration,19828.74,8,2023-07-09,Port Harcourt,TRUE,45,Female,Cash,New,"$158,629.92","$79,314.96",,
304,Serum,Protection,16967.76,4,2022-02-01,Kano,TRUE,38,Male,Credit Card,Regular,"$67,871.04","$33,935.52",,
305,Cleanser,Cleansing,3126.6,10,2023-04-08,Lagos,FALSE,42,Female,Credit Card,Regular,"$31,266.00","$15,633.00",,
306,Moisturizer,Hydration,17367.02,3,2023-03-20,Lagos,FALSE,31,Female,Cash,New,"$52,101.06","$26,050.53",,
307,Serum,Treatment,11789.17,4,2023-05-13,Port Harcourt,TRUE,26,Female,Debit Card,Regular,"$47,156.68","$23,578.34",,
308,Moisturizer,Anti-Aging,13982.3,7,2022-03-18,Kano,TRUE,38,Male,Cash,Regular,"$97,876.10","$48,938.05",,
309,Serum,Treatment,16002.5,10,2022-10-02,Abuja,FALSE,28,Male,Credit Card,New,"$160,025.00","$80,012.50",,
310,Face Mask,Cleansing,8647.99,4,2023-12-07,Lagos,FALSE,49,Male,Debit Card,Regular,"$34,591.96","$17,295.98",,
311,Serum,Cleansing,17212.27,1,2022-12-09,Kano,FALSE,45,Male,Debit Card,Regular,"$17,212.27","$8,606.14",,
312,Cleanser,Hydration,4602.51,5,2022-02-23,Lagos,TRUE,56,Male,Credit Card,New,"$23,012.55","$11,506.27",,
313,Cleanser,Protection,10418.71,3,2022-06-30,Lagos,FALSE,51,Female,Cash,New,"$31,256.13","$15,628.07",,
314,Serum,Protection,3280.84,4,2022-09-30,Abuja,FALSE,65,Female,Cash,New,"$13,123.36","$6,561.68",,
315,Sunscreen,Treatment,5344.6,1,2023-04-02,Abuja,FALSE,25,Male,Cash,Regular,"$5,344.60","$2,672.30",,
316,Face Mask,Protection,18204.46,5,2023-10-06,Lagos,FALSE,20,Male,Debit Card,New,"$91,022.30","$45,511.15",,
317,Cleanser,Protection,10001.72,3,2022-07-07,Kano,TRUE,45,Male,Credit Card,Regular,"$30,005.16","$15,002.58",,
318,Sunscreen,Anti-Aging,11269.06,1,2023-08-17,Kano,FALSE,28,Female,Cash,Regular,"$11,269.06","$5,634.53",,
319,Sunscreen,Protection,19502.11,1,2023-02-17,Port Harcourt,TRUE,23,Male,Cash,Regular,"$19,502.11","$9,751.06",,
320,Sunscreen,Protection,19476.15,9,2022-05-22,Port Harcourt,TRUE,45,Male,Cash,New,"$175,285.35","$87,642.68",,
321,Moisturizer,Hydration,14021.83,3,2022-11-28,Ibadan,FALSE,58,Male,Debit Card,Regular,"$42,065.49","$21,032.74",,
322,Moisturizer,Hydration,15819.22,4,2023-02-06,Kano,TRUE,50,Male,Cash,Regular,"$63,276.88","$31,638.44",,
323,Sunscreen,Anti-Aging,1388.61,6,2022-11-02,Lagos,TRUE,47,Female,Cash,Regular,"$8,331.66","$4,165.83",,
324,Serum,Anti-Aging,14840.85,9,2022-09-14,Abuja,TRUE,64,Female,Credit Card,Regular,"$133,567.65","$66,783.82",,
325,Serum,Treatment,18531.27,9,2023-09-23,Lagos,TRUE,18,Male,Credit Card,Regular,"$166,781.43","$83,390.71",,
326,Face Mask,Anti-Aging,9368.7,3,2022-02-16,Ibadan,FALSE,27,Male,Debit Card,New,"$28,106.10","$14,053.05",,
327,Cleanser,Hydration,14405.92,8,2023-09-09,Port Harcourt,FALSE,49,Male,Cash,New,"$115,247.36","$57,623.68",,
328,Cleanser,Protection,16517.77,1,2023-07-05,Lagos,TRUE,19,Male,Cash,Regular,"$16,517.77","$8,258.89",,
329,Serum,Protection,10245.58,10,2022-03-04,Lagos,TRUE,33,Female,Cash,Regular,"$102,455.80","$51,227.90",,
330,Cleanser,Treatment,17016.99,1,2023-10-01,Port Harcourt,FALSE,36,Male,Cash,New,"$17,016.99","$8,508.50",,
331,Moisturizer,Hydration,10364.6,7,2023-07-17,Port Harcourt,FALSE,41,Female,Debit Card,Regular,"$72,552.20","$36,276.10",,
332,Serum,Protection,1335.72,6,2023-07-14,Ibadan,FALSE,53,Female,Cash,Regular,"$8,014.32","$4,007.16",,
333,Sunscreen,Hydration,9368.84,7,2022-10-16,Abuja,TRUE,26,Female,Cash,Regular,"$65,581.88","$32,790.94",,
334,Moisturizer,Protection,10080.57,5,2022-03-23,Abuja,TRUE,48,Male,Cash,Regular,"$50,402.85","$25,201.42",,
335,Face Mask,Anti-Aging,12423.57,8,2023-01-14,Lagos,FALSE,41,Male,Cash,New,"$99,388.56","$49,694.28",,
336,Sunscreen,Treatment,9421.69,10,2023-05-14,Kano,TRUE,24,Female,Debit Card,New,"$94,216.90","$47,108.45",,
337,Serum,Cleansing,6836.37,1,2023-09-05,Ibadan,TRUE,24,Female,Credit Card,Regular,"$6,836.37","$3,418.18",,
338,Cleanser,Treatment,13786.8,1,2023-09-23,Kano,FALSE,27,Female,Credit Card,Regular,"$13,786.80","$6,893.40",,
339,Face Mask,Treatment,12573.17,10,2023-09-23,Kano,TRUE,53,Female,Credit Card,New,"$125,731.70","$62,865.85",,
340,Face Mask,Anti-Aging,19499.89,8,2022-05-29,Ibadan,FALSE,45,Male,Debit Card,New,"$155,999.12","$77,999.56",,
341,Cleanser,Protection,4340.86,3,2023-12-26,Port Harcourt,TRUE,23,Male,Credit Card,New,"$13,022.58","$6,511.29",,
342,Cleanser,Anti-Aging,19491.3,4,2022-05-04,Kano,TRUE,44,Female,Cash,New,"$77,965.20","$38,982.60",,
343,Cleanser,Cleansing,12007.03,8,2022-03-01,Abuja,FALSE,56,Male,Cash,Regular,"$96,056.24","$48,028.12",,
344,Moisturizer,Treatment,15024.38,5,2023-01-27,Kano,TRUE,52,Male,Debit Card,New,"$75,121.90","$37,560.95",,
345,Sunscreen,Anti-Aging,17450.54,3,2022-02-15,Port Harcourt,FALSE,64,Male,Cash,Regular,"$52,351.62","$26,175.81",,
346,Serum,Anti-Aging,13302.24,10,2023-04-30,Lagos,TRUE,24,Male,Debit Card,Regular,"$133,022.40","$66,511.20",,
347,Sunscreen,Treatment,14199.23,1,2022-07-04,Kano,TRUE,36,Female,Debit Card,Regular,"$14,199.23","$7,099.62",,
348,Sunscreen,Anti-Aging,19922.2,1,2023-08-13,Ibadan,FALSE,18,Male,Cash,New,"$19,922.20","$9,961.10",,
349,Sunscreen,Protection,17138.09,4,2022-02-28,Port Harcourt,FALSE,49,Female,Credit Card,Regular,"$68,552.36","$34,276.18",,
350,Serum,Hydration,15550.62,2,2022-11-10,Lagos,FALSE,44,Male,Debit Card,Regular,"$31,101.24","$15,550.62",,
351,Serum,Anti-Aging,3615.64,5,2023-01-02,Port Harcourt,FALSE,37,Male,Debit Card,Regular,"$18,078.20","$9,039.10",,
352,Sunscreen,Cleansing,2808.59,9,2023-10-22,Port Harcourt,TRUE,60,Female,Cash,New,"$25,277.31","$12,638.66",,
353,Serum,Treatment,10915.12,8,2022-03-31,Port Harcourt,FALSE,21,Male,Credit Card,Regular,"$87,320.96","$43,660.48",,
354,Cleanser,Protection,4656.76,5,2023-06-14,Kano,TRUE,24,Male,Cash,New,"$23,283.80","$11,641.90",,
355,Sunscreen,Treatment,14897.84,2,2022-08-31,Lagos,TRUE,29,Female,Credit Card,New,"$29,795.68","$14,897.84",,
356,Serum,Treatment,10397.15,10,2022-10-27,Port Harcourt,TRUE,26,Male,Credit Card,Regular,"$103,971.50","$51,985.75",,
357,Cleanser,Anti-Aging,3712.42,4,2023-01-20,Port Harcourt,TRUE,24,Female,Cash,Regular,"$14,849.68","$7,424.84",,
358,Moisturizer,Protection,16983.12,2,2023-04-06,Port Harcourt,FALSE,36,Male,Cash,New,"$33,966.24","$16,983.12",,
359,Sunscreen,Protection,18884.78,2,2022-11-15,Port Harcourt,TRUE,50,Male,Credit Card,New,"$37,769.56","$18,884.78",,
360,Serum,Cleansing,6281.38,4,2023-04-28,Abuja,FALSE,43,Male,Cash,Regular,"$25,125.52","$12,562.76",,
361,Moisturizer,Anti-Aging,3857.21,9,2023-07-31,Kano,FALSE,57,Female,Credit Card,New,"$34,714.89","$17,357.44",,
362,Moisturizer,Treatment,14426.8,2,2023-02-06,Abuja,TRUE,34,Male,Credit Card,Regular,"$28,853.60","$14,426.80",,
363,Serum,Cleansing,11741.43,4,2023-05-11,Abuja,TRUE,36,Female,Debit Card,Regular,"$46,965.72","$23,482.86",,
364,Serum,Cleansing,2719.55,2,2022-03-06,Abuja,TRUE,37,Female,Debit Card,Regular,"$5,439.10","$2,719.55",,
365,Face Mask,Protection,11646.47,10,2022-09-17,Abuja,FALSE,45,Female,Cash,Regular,"$116,464.70","$58,232.35",,
366,Moisturizer,Protection,12689.94,7,2022-09-24,Ibadan,TRUE,44,Female,Debit Card,New,"$88,829.58","$44,414.79",,
367,Serum,Treatment,11419.98,4,2023-01-19,Abuja,FALSE,52,Male,Debit Card,Regular,"$45,679.92","$22,839.96",,
368,Face Mask,Hydration,8476.33,10,2023-05-26,Ibadan,FALSE,38,Male,Debit Card,Regular,"$84,763.30","$42,381.65",,
369,Sunscreen,Treatment,8916.69,7,2022-02-03,Kano,FALSE,52,Male,Credit Card,Regular,"$62,416.83","$31,208.42",,
370,Cleanser,Cleansing,18193.31,2,2023-11-19,Lagos,FALSE,22,Female,Cash,Regular,"$36,386.62","$18,193.31",,
371,Face Mask,Protection,13798.82,2,2023-06-27,Ibadan,FALSE,18,Male,Credit Card,New,"$27,597.64","$13,798.82",,
372,Serum,Protection,19141.01,6,2022-06-21,Ibadan,FALSE,30,Female,Credit Card,Regular,"$114,846.06","$57,423.03",,
373,Serum,Anti-Aging,3873.41,10,2022-11-15,Kano,TRUE,28,Male,Cash,New,"$38,734.10","$19,367.05",,
374,Moisturizer,Treatment,11635.09,1,2023-08-05,Ibadan,TRUE,20,Female,Debit Card,Regular,"$11,635.09","$5,817.54",,
375,Sunscreen,Hydration,2874.08,8,2023-12-09,Port Harcourt,TRUE,60,Male,Cash,New,"$22,992.64","$11,496.32",,
376,Sunscreen,Treatment,12845.55,8,2023-08-15,Abuja,TRUE,55,Female,Cash,New,"$102,764.40","$51,382.20",,
377,Sunscreen,Cleansing,5871.08,7,2022-10-04,Ibadan,TRUE,24,Male,Cash,Regular,"$41,097.56","$20,548.78",,
378,Face Mask,Cleansing,10106.06,10,2022-02-24,Ibadan,FALSE,27,Male,Debit Card,Regular,"$101,060.60","$50,530.30",,
379,Cleanser,Hydration,10065.73,8,2023-07-28,Port Harcourt,TRUE,31,Male,Credit Card,Regular,"$80,525.84","$40,262.92",,
380,Face Mask,Treatment,16779.34,10,2023-07-21,Port Harcourt,TRUE,21,Male,Credit Card,New,"$167,793.40","$83,896.70",,
381,Cleanser,Treatment,18015.97,3,2023-01-16,Lagos,FALSE,38,Female,Debit Card,New,"$54,047.91","$27,023.96",,
382,Moisturizer,Protection,11960.64,10,2022-06-03,Ibadan,TRUE,50,Male,Cash,Regular,"$119,606.40","$59,803.20",,
383,Serum,Treatment,18932.11,2,2023-03-18,Lagos,FALSE,27,Female,Cash,New,"$37,864.22","$18,932.11",,
384,Cleanser,Protection,6544.87,1,2022-09-28,Kano,TRUE,30,Female,Debit Card,Regular,"$6,544.87","$3,272.44",,
385,Cleanser,Hydration,12881.07,7,2022-05-22,Port Harcourt,FALSE,33,Male,Credit Card,New,"$90,167.49","$45,083.75",,
386,Sunscreen,Anti-Aging,12783.49,6,2023-04-09,Kano,FALSE,45,Female,Debit Card,Regular,"$76,700.94","$38,350.47",,
387,Face Mask,Cleansing,13323.74,4,2023-05-23,Ibadan,FALSE,26,Female,Credit Card,New,"$53,294.96","$26,647.48",,
388,Moisturizer,Anti-Aging,5463.3,7,2023-03-18,Kano,FALSE,47,Female,Credit Card,New,"$38,243.10","$19,121.55",,
389,Sunscreen,Anti-Aging,8671.31,1,2022-01-29,Kano,FALSE,24,Female,Debit Card,New,"$8,671.31","$4,335.66",,
390,Sunscreen,Treatment,4248.05,9,2022-07-29,Kano,FALSE,46,Male,Cash,Regular,"$38,232.45","$19,116.22",,
391,Cleanser,Hydration,10864.1,9,2022-03-18,Port Harcourt,TRUE,60,Female,Credit Card,Regular,"$97,776.90","$48,888.45",,
392,Face Mask,Anti-Aging,12102.87,7,2023-06-12,Abuja,FALSE,63,Male,Debit Card,Regular,"$84,720.09","$42,360.04",,
393,Moisturizer,Cleansing,2521.49,4,2023-01-02,Kano,TRUE,47,Female,Cash,New,"$10,085.96","$5,042.98",,
394,Serum,Anti-Aging,14849.15,7,2023-04-14,Kano,FALSE,59,Female,Cash,New,"$103,944.05","$51,972.03",,
395,Serum,Anti-Aging,12667.26,2,2023-11-19,Abuja,FALSE,21,Male,Credit Card,Regular,"$25,334.52","$12,667.26",,
396,Moisturizer,Protection,13747.02,10,2023-11-09,Port Harcourt,FALSE,22,Female,Debit Card,New,"$137,470.20","$68,735.10",,
397,Sunscreen,Protection,6626.54,4,2023-10-16,Kano,TRUE,56,Female,Cash,Regular,"$26,506.16","$13,253.08",,
398,Serum,Hydration,7850.8,4,2023-03-18,Kano,TRUE,36,Male,Cash,New,"$31,403.20","$15,701.60",,
399,Serum,Cleansing,12990.26,1,2023-02-18,Port Harcourt,TRUE,38,Female,Credit Card,New,"$12,990.26","$6,495.13",,
400,Moisturizer,Cleansing,19242.01,7,2023-08-31,Lagos,TRUE,37,Male,Cash,New,"$134,694.07","$67,347.04",,
401,Face Mask,Anti-Aging,7928.89,2,2022-03-04,Ibadan,FALSE,26,Female,Credit Card,Regular,"$15,857.78","$7,928.89",,
402,Sunscreen,Cleansing,4761.81,6,2023-02-12,Abuja,TRUE,41,Female,Cash,New,"$28,570.86","$14,285.43",,
403,Serum,Protection,5828.07,7,2022-12-30,Port Harcourt,TRUE,59,Female,Credit Card,New,"$40,796.49","$20,398.24",,
404,Cleanser,Anti-Aging,10220.75,8,2022-05-10,Kano,TRUE,52,Male,Cash,Regular,"$81,766.00","$40,883.00",,
405,Sunscreen,Protection,8852.35,4,2023-07-15,Abuja,FALSE,28,Male,Cash,New,"$35,409.40","$17,704.70",,
